timestamp,roll,pitch,yaw,pressure,oxygen,depth,2_roll,2_pitch,2_yaw,2_pressure,2_oxygen,2_depth
1617120265.8824384,103,103,103,103,103,103,154,154,154,154,154,154
1617120265.9608195,103,103,103,103,103,103,153,153,153,153,153,153
1617120266.0256176,104,104,104,104,104,104,153,153,153,153,153,153
1617120266.0914419,105,105,105,105,105,105,153,153,153,153,153,153
1617120266.154273,105,105,105,105,105,105,152,152,152,152,152,152
1617120266.2178752,106,106,106,106,106,106,152,152,152,152,152,152
1617120266.296623,106,106,106,106,106,106,152,152,152,152,152,152
1617120266.361452,107,107,107,107,107,107,152,152,152,152,152,152
1617120266.4262776,108,108,108,108,108,108,151,151,151,151,151,151
1617120266.4911332,108,108,108,108,108,108,151,151,151,151,151,151
1617120266.555954,109,109,109,109,109,109,151,151,151,151,151,151
1617120266.618813,109,109,109,109,109,109,150,150,150,150,150,150
1617120266.6986,110,110,110,110,110,110,150,150,150,150,150,150
1617120266.762649,111,111,111,111,111,111,150,150,150,150,150,150
1617120266.8254828,112,112,112,112,112,112,149,149,149,149,149,149
1617120266.8883462,112,112,112,112,112,112,149,149,149,149,149,149
1617120266.9543822,113,113,113,113,113,113,149,149,149,149,149,149
1617120267.0216463,113,113,113,113,113,113,148,148,148,148,148,148
1617120267.116965,114,114,114,114,114,114,148,148,148,148,148,148
1617120267.1917665,115,115,115,115,115,115,148,148,148,148,148,148
1617120267.2585697,116,116,116,116,116,116,147,147,147,147,147,147
1617120267.3224006,116,116,116,116,116,116,147,147,147,147,147,147
1617120267.402187,117,117,117,117,117,117,147,147,147,147,147,147
1617120267.465019,117,117,117,117,117,117,146,146,146,146,146,146
1617120267.5298483,118,118,118,118,118,118,146,146,146,146,146,146
1617120267.5946724,119,119,119,119,119,119,146,146,146,146,146,146
1617120267.6565917,119,119,119,119,119,119,145,145,145,145,145,145
1617120267.7250762,120,120,120,120,120,120,145,145,145,145,145,145
1617120267.8028975,120,120,120,120,120,120,145,145,145,145,145,145
1617120267.8666973,121,121,121,121,121,121,144,144,144,144,144,144
1617120267.9285324,122,122,122,122,122,122,144,144,144,144,144,144
1617120267.9933589,122,122,122,122,122,122,144,144,144,144,144,144
1617120268.0601804,123,123,123,123,123,123,143,143,143,143,143,143
1617120268.1331153,124,124,124,124,124,124,143,143,143,143,143,143
1617120268.2019315,124,124,124,124,124,124,143,143,143,143,143,143
1617120268.2652867,125,125,125,125,125,125,142,142,142,142,142,142
1617120268.3280883,126,126,126,126,126,126,142,142,142,142,142,142
1617120268.3945289,126,126,126,126,126,126,142,142,142,142,142,142
1617120268.4743154,127,127,127,127,127,127,141,141,141,141,141,141
1617120268.5511403,128,128,128,128,128,128,141,141,141,141,141,141
1617120268.609953,128,128,128,128,128,128,141,141,141,141,141,141
1617120268.680792,129,129,129,129,129,129,140,140,140,140,140,140
1617120268.738609,129,129,129,129,129,129,140,140,140,140,140,140
1617120268.7954867,130,130,130,130,130,130,140,140,140,140,140,140
1617120268.8752434,130,130,130,130,130,130,139,139,139,139,139,139
1617120268.9391081,131,131,131,131,131,131,139,139,139,139,139,139
1617120269.0029545,132,132,132,132,132,132,139,139,139,139,139,139
1617120269.0657344,132,132,132,132,132,132,138,138,138,138,138,138
1617120269.1295934,133,133,133,133,133,133,138,138,138,138,138,138
1617120269.21143,133,133,133,133,133,133,138,138,138,138,138,138
1617120269.2728126,134,134,134,134,134,134,137,137,137,137,137,137
1617120269.3386092,134,134,134,134,134,134,137,137,137,137,137,137
1617120269.4014695,135,135,135,135,135,135,137,137,137,137,137,137
1617120269.4677963,136,136,136,136,136,136,136,136,136,136,136,136
1617120269.5700586,137,137,137,137,137,137,136,136,136,136,136,136
1617120269.64084,137,137,137,137,137,137,136,136,136,136,136,136
1617120269.7066946,138,138,138,138,138,138,135,135,135,135,135,135
1617120269.7685425,139,139,139,139,139,139,135,135,135,135,135,135
1617120269.8327546,139,139,139,139,139,139,135,135,135,135,135,135
1617120269.915562,140,140,140,140,140,140,134,134,134,134,134,134
1617120269.9793909,141,141,141,141,141,141,134,134,134,134,134,134
1617120270.04138,141,141,141,141,141,141,134,134,134,134,134,134
1617120270.1061783,142,142,142,142,142,142,133,133,133,133,133,133
1617120270.1680138,142,142,142,142,142,142,133,133,133,133,133,133
1617120270.2328403,143,143,143,143,143,143,133,133,133,133,133,133
1617120270.32405,143,143,143,143,143,143,132,132,132,132,132,132
1617120270.3789034,144,144,144,144,144,144,132,132,132,132,132,132
1617120270.44017,145,145,145,145,145,145,132,132,132,132,132,132
1617120270.5060062,145,145,145,145,145,145,132,132,132,132,132,132
1617120270.5699723,146,146,146,146,146,146,131,131,131,131,131,131
1617120270.6338067,146,146,146,146,146,146,131,131,131,131,131,131
1617120270.7141829,147,147,147,147,147,147,131,131,131,131,131,131
1617120270.778979,148,148,148,148,148,148,130,130,130,130,130,130
1617120270.8413484,148,148,148,148,148,148,130,130,130,130,130,130
1617120270.907202,149,149,149,149,149,149,130,130,130,130,130,130
1617120270.9700043,150,150,150,150,150,150,129,129,129,129,129,129
1617120271.0468912,150,150,150,150,150,150,129,129,129,129,129,129
1617120271.1136205,151,151,151,151,151,151,129,129,129,129,129,129
1617120271.1774502,152,152,152,152,152,152,128,128,128,128,128,128
1617120271.243275,152,152,152,152,152,152,128,128,128,128,128,128
1617120271.3061059,153,153,153,153,153,153,128,128,128,128,128,128
1617120271.3689668,154,154,154,154,154,154,127,127,127,127,127,127
1617120271.4417734,154,154,154,154,154,154,127,127,127,127,127,127
1617120271.5155466,155,155,155,155,155,155,127,127,127,127,127,127
1617120271.578378,156,156,156,156,156,156,126,126,126,126,126,126
1617120271.642208,156,156,156,156,156,156,126,126,126,126,126,126
1617120271.7040417,157,157,157,157,157,157,126,126,126,126,126,126
1617120271.7838569,157,157,157,157,157,157,125,125,125,125,125,125
1617120271.847686,158,158,158,158,158,158,125,125,125,125,125,125
1617120271.9154768,159,159,159,159,159,159,125,125,125,125,125,125
1617120271.976256,159,159,159,159,159,159,124,124,124,124,124,124
1617120272.040617,160,160,160,160,160,160,124,124,124,124,124,124
1617120272.1064432,161,161,161,161,161,161,124,124,124,124,124,124
1617120272.1563094,161,161,161,161,161,161,123,123,123,123,123,123
1617120272.2182796,162,162,162,162,162,162,123,123,123,123,123,123
1617120272.283389,162,162,162,162,162,162,123,123,123,123,123,123
1617120272.3452573,163,163,163,163,163,163,122,122,122,122,122,122
1617120272.4100523,163,163,163,163,163,163,122,122,122,122,122,122
1617120272.474415,164,164,164,164,164,164,122,122,122,122,122,122
1617120272.5531747,165,165,165,165,165,165,121,121,121,121,121,121
1617120272.6189404,165,165,165,165,165,165,121,121,121,121,121,121
1617120272.6817741,166,166,166,166,166,166,121,121,121,121,121,121
1617120272.7466006,167,167,167,167,167,167,120,120,120,120,120,120
1617120272.8104303,167,167,167,167,167,167,120,120,120,120,120,120
1617120272.883235,168,168,168,168,168,168,120,120,120,120,120,120
1617120272.9550433,169,169,169,169,169,169,119,119,119,119,119,119
1617120273.0168397,169,169,169,169,169,169,119,119,119,119,119,119
